Team 1,Team 2,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating
"fnatic
                    
                    11","GamerLegion
                    
                    16",Nico 'nicoodoz' Tamjidi,nicoodoz,18-24,-6,78.7,48.1%,0.80,Mihai 'iM' Ivan,iM,22-17,+5,94.1,70.4%,1.40
"fnatic
                    
                    11","GamerLegion
                    
                    16",Nico 'nicoodoz' Tamjidi,nicoodoz,18-24,-6,78.7,48.1%,0.80,Isak 'isak' Fahlén,isak,21-18,+3,83.4,88.9%,1.25
"fnatic
                    
                    11","GamerLegion
                    
                    16",Nico 'nicoodoz' Tamjidi,nicoodoz,18-24,-6,78.7,48.1%,0.80,Frederik 'acoR' Gyldstrand,acoR,16-16,0,64.6,70.4%,0.97
"fnatic
                    
                    11","GamerLegion
                    
                    16",Nico 'nicoodoz' Tamjidi,nicoodoz,18-24,-6,78.7,48.1%,0.80,Nicolas 'Keoz' Dgus,Keoz,15-22,-7,60.3,77.8%,0.86
"Natus Vincere
                    
                    16","Ninjas in Pyjamas
                    
                    9",Oleksandr 's1mple' Kostyliev,s1mple,23-12,+11,99.8,84.0%,1.53,,,,,,,
"Natus Vincere
                    
                    16","Ninjas in Pyjamas
                    
                    9",Valeriy 'b1t' Vakhovskiy,b1t,22-12,+10,83.3,72.0%,1.42,,,,,,,
"Natus Vincere
                    
                    16","Ninjas in Pyjamas
                    
                    9",Denis 'electroNic' Sharipov,electroNic,17-14,+3,74.2,92.0%,1.27,,,,,,,
"Natus Vincere
                    
                    16","Ninjas in Pyjamas
                    
                    9",Ilya 'Perfecto' Zalutskiy,Perfecto,16-11,+5,68.2,84.0%,1.16,,,,,,,
"Natus Vincere
                    
                    16","Ninjas in Pyjamas
                    
                    9",Andrii 'npl' Kukharskyi,npl,12-11,+1,50.4,76.0%,0.99,Daniil 'headtr1ck' Valitov,headtr1ck,16-15,+1,61.9,56.0%,0.89
"Natus Vincere
                    
                    16","Ninjas in Pyjamas
                    
                    9",Andrii 'npl' Kukharskyi,npl,12-11,+1,50.4,76.0%,0.99,Ludvig 'Brollan' Brolin,Brollan,10-18,-8,61.8,60.0%,0.81
"Natus Vincere
                    
                    16","Ninjas in Pyjamas
                    
                    9",Andrii 'npl' Kukharskyi,npl,12-11,+1,50.4,76.0%,0.99,Fredrik 'REZ' Sterner,REZ,13-20,-7,56.6,68.0%,0.79
"Natus Vincere
                    
                    16","Ninjas in Pyjamas
                    
                    9",Andrii 'npl' Kukharskyi,npl,12-11,+1,50.4,76.0%,0.99,Kristian 'k0nfig' Wienecke,k0nfig,11-19,-8,50.1,64.0%,0.69
"Natus Vincere
                    
                    16","Ninjas in Pyjamas
                    
                    9",Andrii 'npl' Kukharskyi,npl,12-11,+1,50.4,76.0%,0.99,Aleksi 'Aleksib' Virolainen,Aleksib,10-19,-9,55.5,60.0%,0.65
"FaZe
                    
                    12","Into the Breach
                    
                    16",Helvijs 'broky' Saukants,broky,22-19,+3,80.7,78.6%,1.28,,,,,,,
"FaZe
                    
                    12","Into the Breach
                    
                    16",Russel 'Twistzz' Van Dulken,Twistzz,18-23,-5,75.0,64.3%,0.91,,,,,,,
"FaZe
                    
                    12","Into the Breach
                    
                    16",Robin 'ropz' Kool,ropz,17-20,-3,69.5,50.0%,0.86,,,,,,,
"FaZe
                    
                    12","Into the Breach
                    
                    16",Finn 'karrigan' Andersen,karrigan,17-22,-5,63.4,57.1%,0.75,,,,,,,
"FaZe
                    
                    12","Into the Breach
                    
                    16",Håvard 'rain' Nygaard,rain,9-22,-13,52.1,60.7%,0.60,Cai 'CYPHER' Watson,CYPHER,22-17,+5,97.6,89.3%,1.48
"FaZe
                    
                    12","Into the Breach
                    
                    16",Håvard 'rain' Nygaard,rain,9-22,-13,52.1,60.7%,0.60,Joey 'CRUC1AL' Steusel,CRUC1AL,24-15,+9,82.8,71.4%,1.33
"FaZe
                    
                    12","Into the Breach
                    
                    16",Håvard 'rain' Nygaard,rain,9-22,-13,52.1,60.7%,0.60,Karol 'rallen' Rodowicz,rallen,19-14,+5,74.1,75.0%,1.22
"FaZe
                    
                    12","Into the Breach
                    
                    16",Håvard 'rain' Nygaard,rain,9-22,-13,52.1,60.7%,0.60,Sebastian 'volt' Maloș,volt,23-15,+8,68.2,78.6%,1.12
"FaZe
                    
                    12","Into the Breach
                    
                    16",Håvard 'rain' Nygaard,rain,9-22,-13,52.1,60.7%,0.60,Thomas 'Thomas' Utting,Thomas,16-23,-7,70.3,85.7%,0.95
"Bad News Eagles
                    
                    16","G2
                    
                    13",Flatron 'juanflatroo' Halimi,juanflatroo,24-21,+3,86.4,69.0%,1.25,,,,,,,
"Bad News Eagles
                    
                    16","G2
                    
                    13",Sener 'SENER1' Mahmuti,SENER1,22-18,+4,80.6,75.9%,1.18,,,,,,,
"Bad News Eagles
                    
                    16","G2
                    
                    13",Rigon 'rigoN' Gashi,rigoN,23-21,+2,91.6,72.4%,1.16,,,,,,,
"Bad News Eagles
                    
                    16","G2
                    
                    13",Genc 'gxx-' Kolgeci,gxx-,13-18,-5,50.9,65.5%,0.94,,,,,,,
"Bad News Eagles
                    
                    16","G2
                    
                    13",Dionis 'sinnopsyy' Budeci,sinnopsyy,15-17,-2,57.5,65.5%,0.85,Nikola 'NiKo' Kovač,NiKo,31-18,+13,105.2,69.0%,1.59
"Bad News Eagles
                    
                    16","G2
                    
                    13",Dionis 'sinnopsyy' Budeci,sinnopsyy,15-17,-2,57.5,65.5%,0.85,Ilya 'm0NESY' Osipov,m0NESY,17-19,-2,67.8,65.5%,1.05
"Bad News Eagles
                    
                    16","G2
                    
                    13",Dionis 'sinnopsyy' Budeci,sinnopsyy,15-17,-2,57.5,65.5%,0.85,Justin 'jks' Savage,jks,17-17,0,69.2,75.9%,1.01
"Bad News Eagles
                    
                    16","G2
                    
                    13",Dionis 'sinnopsyy' Budeci,sinnopsyy,15-17,-2,57.5,65.5%,0.85,Nemanja 'huNter-' Kovač,huNter-,14-20,-6,58.9,55.2%,0.79
"Bad News Eagles
                    
                    16","G2
                    
                    13",Dionis 'sinnopsyy' Budeci,sinnopsyy,15-17,-2,57.5,65.5%,0.85,Rasmus 'HooXi' Nielsen,HooXi,14-23,-9,57.6,51.7%,0.78
"9INE
                    
                    13","GamerLegion
                    
                    16",Krzysztof 'Goofy' Górski,Goofy,24-18,+6,98.1,69.0%,1.24,,,,,,,
"9INE
                    
                    13","GamerLegion
                    
                    16",Kacper 'Kylar' Walukiewicz,Kylar,17-20,-3,65.0,75.9%,1.01,,,,,,,
"9INE
                    
                    13","GamerLegion
                    
                    16",Olek 'hades' Miskiewicz,hades,18-19,-1,55.8,75.9%,0.96,,,,,,,
"9INE
                    
                    13","GamerLegion
                    
                    16",Kamil 'KEi' Pietkun,KEi,18-24,-6,58.3,65.5%,0.81,,,,,,,
"9INE
                    
                    13","GamerLegion
                    
                    16",Wiktor 'mynio' Kruk,mynio,11-21,-10,56.2,62.1%,0.74,Mihai 'iM' Ivan,iM,24-18,+6,86.9,75.9%,1.31
"9INE
                    
                    13","GamerLegion
                    
                    16",Wiktor 'mynio' Kruk,mynio,11-21,-10,56.2,62.1%,0.74,Frederik 'acoR' Gyldstrand,acoR,23-17,+6,90.2,75.9%,1.27
"9INE
                    
                    13","GamerLegion
                    
                    16",Wiktor 'mynio' Kruk,mynio,11-21,-10,56.2,62.1%,0.74,Nicolas 'Keoz' Dgus,Keoz,22-19,+3,79.8,65.5%,1.11
"9INE
                    
                    13","GamerLegion
                    
                    16",Wiktor 'mynio' Kruk,mynio,11-21,-10,56.2,62.1%,0.74,Isak 'isak' Fahlén,isak,17-15,+2,59.0,79.3%,0.98
"9INE
                    
                    13","GamerLegion
                    
                    16",Wiktor 'mynio' Kruk,mynio,11-21,-10,56.2,62.1%,0.74,Kamil 'siuhy' Szkaradek,siuhy,15-19,-4,65.0,72.4%,0.96
"FURIA
                    
                    8","Ninjas in Pyjamas
                    
                    16",Kaike 'KSCERATO' Cerato,KSCERATO,17-13,+4,76.7,70.8%,1.21,,,,,,,
"FURIA
                    
                    8","Ninjas in Pyjamas
                    
                    16",Yuri 'yuurih' Santos,yuurih,14-17,-3,75.6,66.7%,0.86,,,,,,,
"FURIA
                    
                    8","Ninjas in Pyjamas
                    
                    16",Rafael 'saffee' Costa,saffee,14-16,-2,60.2,62.5%,0.81,,,,,,,
"FURIA
                    
                    8","Ninjas in Pyjamas
                    
                    16",Andrei 'arT' Piovezan,arT,10-19,-9,68.0,50.0%,0.69,,,,,,,
"FURIA
                    
                    8","Ninjas in Pyjamas
                    
                    16",André 'drop' Abreu,drop,9-15,-6,40.5,62.5%,0.68,Fredrik 'REZ' Sterner,REZ,22-11,+11,101.2,75.0%,1.57
"FURIA
                    
                    8","Ninjas in Pyjamas
                    
                    16",André 'drop' Abreu,drop,9-15,-6,40.5,62.5%,0.68,Daniil 'headtr1ck' Valitov,headtr1ck,20-12,+8,84.3,70.8%,1.43
"FURIA
                    
                    8","Ninjas in Pyjamas
                    
                    16",André 'drop' Abreu,drop,9-15,-6,40.5,62.5%,0.68,Ludvig 'Brollan' Brolin,Brollan,14-13,+1,81.5,70.8%,1.11
"FURIA
                    
                    8","Ninjas in Pyjamas
                    
                    16",André 'drop' Abreu,drop,9-15,-6,40.5,62.5%,0.68,Aleksi 'Aleksib' Virolainen,Aleksib,12-12,0,49.2,79.2%,0.89
"FURIA
                    
                    8","Ninjas in Pyjamas
                    
                    16",André 'drop' Abreu,drop,9-15,-6,40.5,62.5%,0.68,Kristian 'k0nfig' Wienecke,k0nfig,12-18,-6,52.0,54.2%,0.77
"Heroic
                    
                    16","Apeks
                    
                    10",René 'TeSeS' Madsen,TeSeS,22-16,+6,91.7,80.8%,1.28,,,,,,,
"Heroic
                    
                    16","Apeks
                    
                    10",Rasmus 'sjuush' Beck,sjuush,21-12,+9,75.7,76.9%,1.26,,,,,,,
"Heroic
                    
                    16","Apeks
                    
                    10",Martin 'stavn' Lund,stavn,15-15,0,63.7,69.2%,1.08,,,,,,,
"Heroic
                    
                    16","Apeks
                    
                    10",Casper 'cadiaN' Møller,cadiaN,16-15,+1,73.5,69.2%,1.08,,,,,,,
"Heroic
                    
                    16","Apeks
                    
                    10",Jakob 'jabbi' Nygaard,jabbi,14-15,-1,66.2,65.4%,0.90,Damjan 'kyxsan' Stoilkovski,kyxsan,18-17,+1,77.9,65.4%,1.07
"Heroic
                    
                    16","Apeks
                    
                    10",Jakob 'jabbi' Nygaard,jabbi,14-15,-1,66.2,65.4%,0.90,Justinas 'jL' Lekavicius,jL,17-19,-2,71.6,53.8%,0.97
"Heroic
                    
                    16","Apeks
                    
                    10",Jakob 'jabbi' Nygaard,jabbi,14-15,-1,66.2,65.4%,0.90,Joakim 'jkaem' Myrbostad,jkaem,15-18,-3,69.7,61.5%,0.90
"Heroic
                    
                    16","Apeks
                    
                    10",Jakob 'jabbi' Nygaard,jabbi,14-15,-1,66.2,65.4%,0.90,Martin 'STYKO' Styk,STYKO,12-16,-4,63.5,53.8%,0.79
"Heroic
                    
                    16","Apeks
                    
                    10",Jakob 'jabbi' Nygaard,jabbi,14-15,-1,66.2,65.4%,0.90,Tim 'nawwk' Jonasson,nawwk,11-18,-7,46.4,65.4%,0.72
"Vitality
                    
                    16","ENCE
                    
                    13",Lotan 'Spinx' Giladi,Spinx,27-18,+9,87.2,75.9%,1.35,,,,,,,
"Vitality
                    
                    16","ENCE
                    
                    13",Mathieu 'ZywOo' Herbaut,ZywOo,28-16,+12,84.8,75.9%,1.33,,,,,,,
"Vitality
                    
                    16","ENCE
                    
                    13",Dan 'apEX' Madesclaire,apEX,22-19,+3,84.0,75.9%,1.23,,,,,,,
"Vitality
                    
                    16","ENCE
                    
                    13",Peter 'dupreeh' Rasmussen,dupreeh,16-17,-1,70.6,86.2%,1.14,,,,,,,
"Vitality
                    
                    16","ENCE
                    
                    13",Emil 'Magisk' Reif,Magisk,16-21,-5,75.1,72.4%,0.95,Guy 'NertZ' Iluz,NertZ,27-19,+8,101.8,75.9%,1.38
"Vitality
                    
                    16","ENCE
                    
                    13",Emil 'Magisk' Reif,Magisk,16-21,-5,75.1,72.4%,0.95,Paweł 'dycha' Dycha,dycha,21-23,-2,70.9,69.0%,1.00
"Vitality
                    
                    16","ENCE
                    
                    13",Emil 'Magisk' Reif,Magisk,16-21,-5,75.1,72.4%,0.95,Alvaro 'SunPayus' Garcia,SunPayus,17-20,-3,59.3,58.6%,0.91
"Vitality
                    
                    16","ENCE
                    
                    13",Emil 'Magisk' Reif,Magisk,16-21,-5,75.1,72.4%,0.95,Marco 'Snappi' Pfeiffer,Snappi,9-23,-14,59.2,58.6%,0.78
"Vitality
                    
                    16","ENCE
                    
                    13",Emil 'Magisk' Reif,Magisk,16-21,-5,75.1,72.4%,0.95,Pavle 'Maden' Bošković,Maden,17-25,-8,69.9,58.6%,0.71
"fnatic
                    
                    17","Monte
                    
                    19",Nico 'nicoodoz' Tamjidi,nicoodoz,32-27,+5,97.3,77.8%,1.31,,,,,,,
"fnatic
                    
                    17","Monte
                    
                    19",Fredrik 'roeJ' Jørgensen,roeJ,25-28,-3,79.2,72.2%,1.06,,,,,,,
"fnatic
                    
                    17","Monte
                    
                    19",Freddy 'KRIMZ' Johansson,KRIMZ,31-23,+8,66.8,72.2%,1.04,,,,,,,
"fnatic
                    
                    17","Monte
                    
                    19",Dion 'FASHR' Derksen,FASHR,23-26,-3,69.9,72.2%,0.99,,,,,,,
"fnatic
                    
                    17","Monte
                    
                    19",William 'mezii' Merriman,mezii,17-28,-11,69.4,77.8%,0.87,Mohammad 'BOROS' Malhas,BOROS,32-31,+1,83.6,75.0%,1.22
"fnatic
                    
                    17","Monte
                    
                    19",William 'mezii' Merriman,mezii,17-28,-11,69.4,77.8%,0.87,Volodymyr 'Woro2k' Veletniuk,Woro2k,28-23,+5,86.3,80.6%,1.20
"fnatic
                    
                    17","Monte
                    
                    19",William 'mezii' Merriman,mezii,17-28,-11,69.4,77.8%,0.87,Viktor 'sdy' Orudzhev,sdy,29-25,+4,87.2,77.8%,1.15
"fnatic
                    
                    17","Monte
                    
                    19",William 'mezii' Merriman,mezii,17-28,-11,69.4,77.8%,0.87,Sergiy 'DemQQ' Demchenko,DemQQ,22-23,-1,65.7,72.2%,0.97
"fnatic
                    
                    17","Monte
                    
                    19",William 'mezii' Merriman,mezii,17-28,-11,69.4,77.8%,0.87,Szymon 'kRaSnaL' Mrozek,kRaSnaL,20-27,-7,73.4,75.0%,0.92
"Liquid
                    
                    16","Natus Vincere
                    
                    8",Mareks 'YEKINDAR' Gaļinskis,YEKINDAR,29-14,+15,124.1,91.7%,2.00,,,,,,,
"Liquid
                    
                    16","Natus Vincere
                    
                    8",Keith 'NAF' Markovic,NAF,12-11,+1,80.0,87.5%,1.26,,,,,,,
"Liquid
                    
                    16","Natus Vincere
                    
                    8",Josh 'oSee' Ohm,oSee,16-13,+3,51.2,75.0%,0.98,,,,,,,
"Liquid
                    
                    16","Natus Vincere
                    
                    8",Nick 'nitr0' Cannella,nitr0,9-14,-5,39.5,79.2%,0.82,,,,,,,
"Liquid
                    
                    16","Natus Vincere
                    
                    8",Jonathan 'EliGE' Jablonowski,EliGE,12-17,-5,51.7,62.5%,0.78,Oleksandr 's1mple' Kostyliev,s1mple,22-12,+10,103.0,87.5%,1.62
"Liquid
                    
                    16","Natus Vincere
                    
                    8",Jonathan 'EliGE' Jablonowski,EliGE,12-17,-5,51.7,62.5%,0.78,Valeriy 'b1t' Vakhovskiy,b1t,14-16,-2,60.0,75.0%,0.99
"Liquid
                    
                    16","Natus Vincere
                    
                    8",Jonathan 'EliGE' Jablonowski,EliGE,12-17,-5,51.7,62.5%,0.78,Denis 'electroNic' Sharipov,electroNic,11-19,-8,69.0,70.8%,0.94
"Liquid
                    
                    16","Natus Vincere
                    
                    8",Jonathan 'EliGE' Jablonowski,EliGE,12-17,-5,51.7,62.5%,0.78,Ilya 'Perfecto' Zalutskiy,Perfecto,11-14,-3,47.1,91.7%,0.83
"Liquid
                    
                    16","Natus Vincere
                    
                    8",Jonathan 'EliGE' Jablonowski,EliGE,12-17,-5,51.7,62.5%,0.78,Andrii 'npl' Kukharskyi,npl,10-18,-8,58.6,62.5%,0.74
"Bad News Eagles
                    
                    9","ENCE
                    
                    16",Genc 'gxx-' Kolgeci,gxx-,18-18,0,87.7,68.0%,1.14,,,,,,,
"Bad News Eagles
                    
                    9","ENCE
                    
                    16",Flatron 'juanflatroo' Halimi,juanflatroo,18-21,-3,90.9,68.0%,1.08,,,,,,,
"Bad News Eagles
                    
                    9","ENCE
                    
                    16",Sener 'SENER1' Mahmuti,SENER1,19-22,-3,65.3,56.0%,0.84,,,,,,,
"Bad News Eagles
                    
                    9","ENCE
                    
                    16",Rigon 'rigoN' Gashi,rigoN,13-23,-10,68.8,52.0%,0.81,,,,,,,
"Bad News Eagles
                    
                    9","ENCE
                    
                    16",Dionis 'sinnopsyy' Budeci,sinnopsyy,12-23,-11,66.0,64.0%,0.63,Pavle 'Maden' Bošković,Maden,26-15,+11,109.0,88.0%,1.62
"Bad News Eagles
                    
                    9","ENCE
                    
                    16",Dionis 'sinnopsyy' Budeci,sinnopsyy,12-23,-11,66.0,64.0%,0.63,Guy 'NertZ' Iluz,NertZ,24-15,+9,94.7,80.0%,1.45
"Bad News Eagles
                    
                    9","ENCE
                    
                    16",Dionis 'sinnopsyy' Budeci,sinnopsyy,12-23,-11,66.0,64.0%,0.63,Paweł 'dycha' Dycha,dycha,22-14,+8,92.4,80.0%,1.35
"Bad News Eagles
                    
                    9","ENCE
                    
                    16",Dionis 'sinnopsyy' Budeci,sinnopsyy,12-23,-11,66.0,64.0%,0.63,Alvaro 'SunPayus' Garcia,SunPayus,18-15,+3,75.6,92.0%,1.21
"Bad News Eagles
                    
                    9","ENCE
                    
                    16",Dionis 'sinnopsyy' Budeci,sinnopsyy,12-23,-11,66.0,64.0%,0.63,Marco 'Snappi' Pfeiffer,Snappi,16-21,-5,58.2,72.0%,0.91
"Vitality
                    
                    16","G2
                    
                    13",Mathieu 'ZywOo' Herbaut,ZywOo,30-16,+14,97.2,79.3%,1.60,,,,,,,
"Vitality
                    
                    16","G2
                    
                    13",Lotan 'Spinx' Giladi,Spinx,25-16,+9,87.7,86.2%,1.45,,,,,,,
"Vitality
                    
                    16","G2
                    
                    13",Emil 'Magisk' Reif,Magisk,24-18,+6,91.5,82.8%,1.27,,,,,,,
"Vitality
                    
                    16","G2
                    
                    13",Peter 'dupreeh' Rasmussen,dupreeh,19-19,0,75.4,69.0%,1.07,,,,,,,
"Vitality
                    
                    16","G2
                    
                    13",Dan 'apEX' Madesclaire,apEX,12-18,-6,48.3,58.6%,0.70,Ilya 'm0NESY' Osipov,m0NESY,24-20,+4,89.3,65.5%,1.24
"Vitality
                    
                    16","G2
                    
                    13",Dan 'apEX' Madesclaire,apEX,12-18,-6,48.3,58.6%,0.70,Justin 'jks' Savage,jks,16-21,-5,61.8,65.5%,0.89
"Vitality
                    
                    16","G2
                    
                    13",Dan 'apEX' Madesclaire,apEX,12-18,-6,48.3,58.6%,0.70,Nikola 'NiKo' Kovač,NiKo,19-24,-5,69.5,62.1%,0.84
"Vitality
                    
                    16","G2
                    
                    13",Dan 'apEX' Madesclaire,apEX,12-18,-6,48.3,58.6%,0.70,Nemanja 'huNter-' Kovač,huNter-,16-21,-5,65.3,62.1%,0.81
"Vitality
                    
                    16","G2
                    
                    13",Dan 'apEX' Madesclaire,apEX,12-18,-6,48.3,58.6%,0.70,Rasmus 'HooXi' Nielsen,HooXi,12-24,-12,56.5,55.2%,0.65
"Into the Breach
                    
                    10","Apeks
                    
                    16",Karol 'rallen' Rodowicz,rallen,18-19,-1,82.3,73.1%,1.05,,,,,,,
"Into the Breach
                    
                    10","Apeks
                    
                    16",Cai 'CYPHER' Watson,CYPHER,17-22,-5,85.4,65.4%,0.93,,,,,,,
"Into the Breach
                    
                    10","Apeks
                    
                    16",Sebastian 'volt' Maloș,volt,18-20,-2,69.3,57.7%,0.92,,,,,,,
"Into the Breach
                    
                    10","Apeks
                    
                    16",Thomas 'Thomas' Utting,Thomas,16-20,-4,76.6,65.4%,0.91,,,,,,,
"Into the Breach
                    
                    10","Apeks
                    
                    16",Joey 'CRUC1AL' Steusel,CRUC1AL,14-19,-5,48.4,73.1%,0.76,Joakim 'jkaem' Myrbostad,jkaem,31-17,+14,135.1,80.8%,1.89
"Into the Breach
                    
                    10","Apeks
                    
                    16",Joey 'CRUC1AL' Steusel,CRUC1AL,14-19,-5,48.4,73.1%,0.76,Tim 'nawwk' Jonasson,nawwk,21-15,+6,72.7,76.9%,1.15
"Into the Breach
                    
                    10","Apeks
                    
                    16",Joey 'CRUC1AL' Steusel,CRUC1AL,14-19,-5,48.4,73.1%,0.76,Martin 'STYKO' Styk,STYKO,17-15,+2,66.1,76.9%,1.13
"Into the Breach
                    
                    10","Apeks
                    
                    16",Joey 'CRUC1AL' Steusel,CRUC1AL,14-19,-5,48.4,73.1%,0.76,Damjan 'kyxsan' Stoilkovski,kyxsan,19-15,+4,70.3,76.9%,1.13
"Into the Breach
                    
                    10","Apeks
                    
                    16",Joey 'CRUC1AL' Steusel,CRUC1AL,14-19,-5,48.4,73.1%,0.76,Justinas 'jL' Lekavicius,jL,12-21,-9,66.9,69.2%,0.80
"Heroic
                    
                    16","FaZe
                    
                    7",Casper 'cadiaN' Møller,cadiaN,22-11,+11,96.9,95.7%,1.72,,,,,,,
"Heroic
                    
                    16","FaZe
                    
                    7",Rasmus 'sjuush' Beck,sjuush,19-14,+5,100.3,73.9%,1.42,,,,,,,
"Heroic
                    
                    16","FaZe
                    
                    7",Martin 'stavn' Lund,stavn,18-12,+6,90.8,82.6%,1.40,,,,,,,
"Heroic
                    
                    16","FaZe
                    
                    7",René 'TeSeS' Madsen,TeSeS,14-13,+1,77.0,78.3%,1.13,,,,,,,
"Heroic
                    
                    16","FaZe
                    
                    7",Jakob 'jabbi' Nygaard,jabbi,12-14,-2,52.6,91.3%,1.02,Håvard 'rain' Nygaard,rain,16-16,0,80.4,65.2%,1.15
"Heroic
                    
                    16","FaZe
                    
                    7",Jakob 'jabbi' Nygaard,jabbi,12-14,-2,52.6,91.3%,1.02,Helvijs 'broky' Saukants,broky,18-18,0,87.0,69.6%,1.14
"Heroic
                    
                    16","FaZe
                    
                    7",Jakob 'jabbi' Nygaard,jabbi,12-14,-2,52.6,91.3%,1.02,Robin 'ropz' Kool,ropz,14-15,-1,65.0,73.9%,0.91
"Heroic
                    
                    16","FaZe
                    
                    7",Jakob 'jabbi' Nygaard,jabbi,12-14,-2,52.6,91.3%,1.02,Russel 'Twistzz' Van Dulken,Twistzz,9-17,-8,47.1,65.2%,0.69
"Heroic
                    
                    16","FaZe
                    
                    7",Jakob 'jabbi' Nygaard,jabbi,12-14,-2,52.6,91.3%,1.02,Finn 'karrigan' Andersen,karrigan,6-21,-15,34.7,34.8%,0.29
"fnatic
                    
                    16","Ninjas in Pyjamas
                    
                    11",William 'mezii' Merriman,mezii,27-10,+17,98.7,81.5%,1.66,,,,,,,
"fnatic
                    
                    16","Ninjas in Pyjamas
                    
                    11",Fredrik 'roeJ' Jørgensen,roeJ,23-17,+6,83.0,74.1%,1.29,,,,,,,
"fnatic
                    
                    16","Ninjas in Pyjamas
                    
                    11",Nico 'nicoodoz' Tamjidi,nicoodoz,17-14,+3,61.7,81.5%,1.08,,,,,,,
"fnatic
                    
                    16","Ninjas in Pyjamas
                    
                    11",Freddy 'KRIMZ' Johansson,KRIMZ,9-18,-9,54.3,55.6%,0.71,,,,,,,
"fnatic
                    
                    16","Ninjas in Pyjamas
                    
                    11",Dion 'FASHR' Derksen,FASHR,10-21,-11,42.6,59.3%,0.57,Aleksi 'Aleksib' Virolainen,Aleksib,18-16,+2,76.6,63.0%,1.16
"fnatic
                    
                    16","Ninjas in Pyjamas
                    
                    11",Dion 'FASHR' Derksen,FASHR,10-21,-11,42.6,59.3%,0.57,Daniil 'headtr1ck' Valitov,headtr1ck,19-14,+5,66.9,81.5%,1.15
"fnatic
                    
                    16","Ninjas in Pyjamas
                    
                    11",Dion 'FASHR' Derksen,FASHR,10-21,-11,42.6,59.3%,0.57,Fredrik 'REZ' Sterner,REZ,17-18,-1,74.0,77.8%,1.05
"fnatic
                    
                    16","Ninjas in Pyjamas
                    
                    11",Dion 'FASHR' Derksen,FASHR,10-21,-11,42.6,59.3%,0.57,Ludvig 'Brollan' Brolin,Brollan,14-19,-5,68.8,77.8%,0.94
"fnatic
                    
                    16","Ninjas in Pyjamas
                    
                    11",Dion 'FASHR' Derksen,FASHR,10-21,-11,42.6,59.3%,0.57,Kristian 'k0nfig' Wienecke,k0nfig,11-19,-8,52.1,63.0%,0.82
"FURIA
                    
                    7","Monte
                    
                    16",Andrei 'arT' Piovezan,arT,21-16,+5,99.4,56.5%,1.38,,,,,,,
"FURIA
                    
                    7","Monte
                    
                    16",Kaike 'KSCERATO' Cerato,KSCERATO,10-15,-5,62.8,60.9%,0.81,,,,,,,
"FURIA
                    
                    7","Monte
                    
                    16",André 'drop' Abreu,drop,13-17,-4,58.3,47.8%,0.74,,,,,,,
"FURIA
                    
                    7","Monte
                    
                    16",Rafael 'saffee' Costa,saffee,6-17,-11,33.5,52.2%,0.48,,,,,,,
"FURIA
                    
                    7","Monte
                    
                    16",Yuri 'yuurih' Santos,yuurih,4-18,-14,33.6,52.2%,0.39,Szymon 'kRaSnaL' Mrozek,kRaSnaL,19-10,+9,81.0,69.6%,1.35
"FURIA
                    
                    7","Monte
                    
                    16",Yuri 'yuurih' Santos,yuurih,4-18,-14,33.6,52.2%,0.39,Mohammad 'BOROS' Malhas,BOROS,17-15,+2,88.6,73.9%,1.28
"FURIA
                    
                    7","Monte
                    
                    16",Yuri 'yuurih' Santos,yuurih,4-18,-14,33.6,52.2%,0.39,Viktor 'sdy' Orudzhev,sdy,18-9,+9,66.2,82.6%,1.28
"FURIA
                    
                    7","Monte
                    
                    16",Yuri 'yuurih' Santos,yuurih,4-18,-14,33.6,52.2%,0.39,Volodymyr 'Woro2k' Veletniuk,Woro2k,16-10,+6,73.7,78.3%,1.18
"FURIA
                    
                    7","Monte
                    
                    16",Yuri 'yuurih' Santos,yuurih,4-18,-14,33.6,52.2%,0.39,Sergiy 'DemQQ' Demchenko,DemQQ,12-12,0,58.0,73.9%,1.08
"9INE
                    
                    9","Liquid
                    
                    16",Kamil 'KEi' Pietkun,KEi,17-19,-2,84.6,60.0%,0.91,,,,,,,
"9INE
                    
                    9","Liquid
                    
                    16",Olek 'hades' Miskiewicz,hades,13-17,-4,57.7,56.0%,0.75,,,,,,,
"9INE
                    
                    9","Liquid
                    
                    16",Kacper 'Kylar' Walukiewicz,Kylar,13-20,-7,67.9,44.0%,0.74,,,,,,,
"9INE
                    
                    9","Liquid
                    
                    16",Wiktor 'mynio' Kruk,mynio,11-21,-10,62.7,60.0%,0.66,,,,,,,
"9INE
                    
                    9","Liquid
                    
                    16",Krzysztof 'Goofy' Górski,Goofy,10-19,-9,44.8,60.0%,0.55,Keith 'NAF' Markovic,NAF,25-14,+11,112.2,84.0%,1.63
"9INE
                    
                    9","Liquid
                    
                    16",Krzysztof 'Goofy' Górski,Goofy,10-19,-9,44.8,60.0%,0.55,Nick 'nitr0' Cannella,nitr0,22-12,+10,96.2,88.0%,1.55
"9INE
                    
                    9","Liquid
                    
                    16",Krzysztof 'Goofy' Górski,Goofy,10-19,-9,44.8,60.0%,0.55,Josh 'oSee' Ohm,oSee,17-9,+8,69.8,84.0%,1.39
